9/28/2021 	 5:01:40 PM 
 Current Sensitivity 	 1.000000E-7 
 This file comes from It only measurement 	 0.000000E+0 
 Sampling rate 	 1000 
 Number of samples per channel 	 -1 
 No filter from Labview 	 	 	 
 	 
 ***End_of_Header*** 
 	 Time 	 Current 	 Filtered Current 	 
	-5.827416E-7	-1.326917E-11
	0.000999	1.893761E-11
	0.001999	1.893761E-11
	0.002999	-1.326917E-11
	0.003999	1.893761E-11
	0.004999	1.893761E-11
	0.005999	1.893761E-11
	0.006999	-1.326917E-11
	0.007999	1.893761E-11
	0.008999	-1.326917E-11
	0.009999	1.893761E-11
	0.010999	-7.768272E-11
	0.011999	-1.326917E-11
	0.012999	-1.326917E-11
	0.013999	1.893761E-11
	0.014999	1.893761E-11
	0.015999	5.114438E-11
	0.016999	-1.326917E-11
	0.017999	-1.326917E-11
	0.018999	1.893761E-11
	0.019999	5.114438E-11
	0.020999	-1.326917E-11
	0.021999	-1.326917E-11
	0.022999	1.893761E-11
	0.023999	-1.326917E-11
	0.024999	-4.547595E-11
	0.025999	1.893761E-11
	0.026999	5.114438E-11
	0.027999	1.893761E-11
	0.028999	5.114438E-11
	0.029999	5.114438E-11
	0.030999	1.893761E-11
	0.031999	5.114438E-11
	0.032999	-1.326917E-11
	0.033999	1.893761E-11
	0.034999	1.893761E-11
	0.035999	5.114438E-11
	0.036999	1.893761E-11
	0.037999	1.893761E-11
	0.038999	5.114438E-11
	0.039999	1.893761E-11
	0.040999	-1.326917E-11
	0.041999	1.893761E-11
	0.042999	8.335116E-11
	0.043999	1.893761E-11
	0.044999	-1.326917E-11
	0.045999	5.114438E-11
	0.046999	-1.326917E-11
	0.047999	5.114438E-11
	0.048999	-1.326917E-11
	0.049999	5.114438E-11
	0.050999	1.893761E-11
	0.051999	1.893761E-11
	0.052999	1.893761E-11
	0.053999	1.893761E-11
	0.054999	-4.547595E-11
	0.055999	-1.326917E-11
	0.056999	-7.768272E-11
	0.057999	5.114438E-11
	0.058999	1.893761E-11
	0.059999	-1.326917E-11
	0.060999	-7.768272E-11
	0.061999	1.893761E-11
	0.062999	1.893761E-11
	0.063999	-4.547595E-11
	0.064999	-1.326917E-11
	0.065999	5.114438E-11
	0.066999	1.893761E-11
	0.067999	1.893761E-11
	0.068999	1.893761E-11
	0.069999	1.893761E-11
	0.070999	1.893761E-11
	0.071999	1.893761E-11
	0.072999	1.893761E-11
	0.073999	1.893761E-11
	0.074999	-1.326917E-11
	0.075999	-1.326917E-11
	0.076999	1.893761E-11
	0.077999	-1.326917E-11
	0.078999	1.893761E-11
	0.079999	1.893761E-11
	0.080999	1.893761E-11
	0.081999	1.893761E-11
	0.082999	5.114438E-11
	0.083999	1.893761E-11
	0.084999	-1.326917E-11
	0.085999	5.114438E-11
	0.086999	-4.547595E-11
	0.087999	-7.768272E-11
	0.088999	1.893761E-11
	0.089999	-4.547595E-11
	0.090999	5.114438E-11
	0.091999	5.114438E-11
	0.092999	-1.326917E-11
	0.093999	-4.547595E-11
	0.094999	1.893761E-11
	0.095999	1.893761E-11
	0.096999	-4.547595E-11
	0.097999	1.893761E-11
	0.098999	1.893761E-11
	0.099999	-4.547595E-11
	0.100999	-1.326917E-11
	0.101999	-1.326917E-11
	0.102999	1.893761E-11
	0.103999	-1.326917E-11
	0.104999	-4.547595E-11
	0.105999	-1.326917E-11
	0.106999	1.893761E-11
	0.107999	1.893761E-11
	0.108999	1.893761E-11
	0.109999	-4.547595E-11
	0.110999	-1.326917E-11
	0.111999	8.335116E-11
	0.112999	-1.326917E-11
	0.113999	-1.326917E-11
	0.114999	-1.326917E-11
	0.115999	1.893761E-11
	0.116999	-1.326917E-11
	0.117999	-1.326917E-11
	0.118999	-1.326917E-11
	0.119999	1.893761E-11
	0.120999	5.114438E-11
	0.121999	5.114438E-11
	0.122999	-1.326917E-11
	0.123999	-1.326917E-11
	0.124999	1.893761E-11
	0.125999	-4.547595E-11
	0.126999	1.893761E-11
	0.127999	-1.326917E-11
	0.128999	-1.326917E-11
	0.129999	5.114438E-11
	0.130999	-4.547595E-11
	0.131999	1.893761E-11
	0.132999	-1.326917E-11
	0.133999	-1.326917E-11
	0.134999	5.114438E-11
	0.135999	-1.326917E-11
	0.136999	1.893761E-11
	0.137999	-1.326917E-11
	0.138999	1.893761E-11
	0.139999	1.893761E-11
	0.140999	8.335116E-11
	0.141999	5.114438E-11
	0.142999	5.114438E-11
	0.143999	1.893761E-11
	0.144999	5.114438E-11
	0.145999	5.114438E-11
	0.146999	8.335116E-11
	0.147999	5.114438E-11
	0.148999	-1.326917E-11
	0.149999	-4.547595E-11
	0.150999	5.114438E-11
	0.151999	-4.547595E-11
	0.152999	-4.547595E-11
	0.153999	-1.326917E-11
	0.154999	-1.326917E-11
	0.155999	-1.326917E-11
	0.156999	1.893761E-11
	0.157999	1.893761E-11
	0.158999	-4.547595E-11
	0.159999	8.335116E-11
	0.160999	-1.326917E-11
	0.161999	-4.547595E-11
	0.162999	5.114438E-11
	0.163999	1.893761E-11
	0.164999	-7.768272E-11
	0.165999	8.335116E-11
	0.166999	5.114438E-11
	0.167999	-1.326917E-11
	0.168999	-1.326917E-11
	0.169999	5.114438E-11
	0.170999	1.155579E-10
	0.171999	1.893761E-11
	0.172999	-1.326917E-11
	0.173999	1.893761E-11
	0.174999	1.893761E-11
	0.175999	-4.547595E-11
	0.176999	5.114438E-11
	0.177999	1.893761E-11
	0.178999	-4.547595E-11
	0.179999	-1.326917E-11
	0.180999	5.114438E-11
	0.181999	1.893761E-11
	0.182999	-4.547595E-11
	0.183999	1.893761E-11
	0.184999	-4.547595E-11
	0.185999	-1.326917E-11
	0.186999	1.893761E-11
	0.187999	8.335116E-11
	0.188999	5.114438E-11
	0.189999	1.893761E-11
	0.190999	-1.326917E-11
	0.191999	-1.326917E-11
	0.192999	-1.326917E-11
	0.193999	-1.326917E-11
	0.194999	-1.326917E-11
	0.195999	-1.326917E-11
	0.196999	-1.326917E-11
	0.197999	-1.326917E-11
	0.198999	1.893761E-11
	0.199999	-1.326917E-11
	0.200999	1.893761E-11
	0.201999	5.114438E-11
	0.202999	-7.768272E-11
	0.203999	-1.326917E-11
	0.204999	5.114438E-11
	0.205999	-1.326917E-11
	0.206999	1.893761E-11
	0.207999	8.335116E-11
	0.208999	-4.547595E-11
	0.209999	-4.547595E-11
	0.210999	-4.547595E-11
	0.211999	5.114438E-11
	0.212999	1.893761E-11
	0.213999	-1.326917E-11
	0.214999	8.335116E-11
	0.215999	-1.326917E-11
	0.216999	-1.326917E-11
	0.217999	5.114438E-11
	0.218999	1.893761E-11
	0.219999	-1.326917E-11
	0.220999	8.335116E-11
	0.221999	5.114438E-11
	0.222999	-1.326917E-11
	0.223999	-1.326917E-11
	0.224999	1.893761E-11
	0.225999	-1.326917E-11
	0.226999	-1.326917E-11
	0.227999	5.114438E-11
	0.228999	5.114438E-11
	0.229999	8.335116E-11
	0.230999	1.893761E-11
	0.231999	-1.326917E-11
	0.232999	-1.326917E-11
	0.233999	-1.326917E-11
	0.234999	-1.326917E-11
	0.235999	-1.326917E-11
	0.236999	-1.326917E-11
	0.237999	-1.326917E-11
	0.238999	1.893761E-11
	0.239999	-4.547595E-11
	0.240999	-1.326917E-11
	0.241999	-1.326917E-11
	0.242999	-4.547595E-11
	0.243999	-4.547595E-11
	0.244999	5.114438E-11
	0.245999	-1.326917E-11
	0.246999	-1.326917E-11
	0.247999	-1.326917E-11
	0.248999	1.893761E-11
	0.249999	1.893761E-11
	0.250999	1.893761E-11
	0.251999	1.893761E-11
	0.252999	-7.768272E-11
	0.253999	-1.326917E-11
	0.254999	5.114438E-11
	0.255999	-1.326917E-11
	0.256999	1.893761E-11
	0.257999	1.893761E-11
	0.258999	1.893761E-11
	0.259999	1.893761E-11
	0.260999	-1.326917E-11
	0.261999	1.893761E-11
	0.262999	5.114438E-11
	0.263999	5.114438E-11
	0.264999	1.893761E-11
	0.265999	-4.547595E-11
	0.266999	-1.326917E-11
	0.267999	5.114438E-11
	0.268999	-1.326917E-11
	0.269999	1.893761E-11
	0.270999	5.114438E-11
	0.271999	-1.326917E-11
	0.272999	-1.326917E-11
	0.273999	1.893761E-11
	0.274999	5.114438E-11
	0.275999	1.893761E-11
	0.276999	1.893761E-11
	0.277999	1.893761E-11
	0.278999	-1.326917E-11
	0.279999	1.893761E-11
	0.280999	1.893761E-11
	0.281999	5.114438E-11
	0.282999	-1.326917E-11
	0.283999	-1.326917E-11
	0.284999	5.114438E-11
	0.285999	1.893761E-11
	0.286999	1.893761E-11
	0.287999	-1.326917E-11
	0.288999	1.893761E-11
	0.289999	8.335116E-11
	0.290999	-1.326917E-11
	0.291999	-1.326917E-11
	0.292999	-1.326917E-11
	0.293999	-1.326917E-11
	0.294999	-4.547595E-11
	0.295999	-1.326917E-11
	0.296999	-1.326917E-11
	0.297999	5.114438E-11
	0.298999	1.893761E-11
	0.299999	5.114438E-11
	0.300999	-1.326917E-11
	0.301999	5.114438E-11
	0.302999	1.893761E-11
	0.303999	-1.326917E-11
	0.304999	-7.768272E-11
	0.305999	1.893761E-11
	0.306999	-4.547595E-11
	0.307999	1.893761E-11
	0.308999	5.114438E-11
	0.309999	1.893761E-11
	0.310999	-1.326917E-11
	0.311999	8.335116E-11
	0.312999	-1.326917E-11
	0.313999	-1.326917E-11
	0.314999	-4.547595E-11
	0.315999	-1.326917E-11
	0.316999	-1.326917E-11
	0.317999	-1.326917E-11
	0.318999	1.893761E-11
	0.319999	-7.768272E-11
	0.320999	1.893761E-11
	0.321999	-1.326917E-11
	0.322999	-7.768272E-11
	0.323999	1.893761E-11
	0.324999	-4.547595E-11
	0.325999	1.893761E-11
	0.326999	-1.326917E-11
	0.327999	1.893761E-11
	0.328999	-1.326917E-11
	0.329999	1.893761E-11
	0.330999	-4.547595E-11
	0.331999	5.114438E-11
	0.332999	-1.326917E-11
	0.333999	-1.326917E-11
	0.334999	-7.768272E-11
	0.335999	1.893761E-11
	0.336999	-1.326917E-11
	0.337999	1.893761E-11
	0.338999	-1.326917E-11
	0.339999	-1.326917E-11
	0.340999	1.893761E-11
	0.341999	-1.326917E-11
	0.342999	-1.326917E-11
	0.343999	1.893761E-11
	0.344999	5.114438E-11
	0.345999	-1.326917E-11
	0.346999	1.893761E-11
	0.347999	1.893761E-11
	0.348999	-4.547595E-11
	0.349999	1.893761E-11
	0.350999	5.114438E-11
	0.351999	8.335116E-11
	0.352999	1.893761E-11
	0.353999	1.893761E-11
	0.354999	1.893761E-11
	0.355999	1.893761E-11
	0.356999	1.893761E-11
	0.357999	-1.326917E-11
	0.358999	1.893761E-11
	0.359999	-1.326917E-11
	0.360999	1.893761E-11
	0.361999	-1.326917E-11
	0.362999	-1.326917E-11
	0.363999	5.114438E-11
	0.364999	1.893761E-11
	0.365999	-1.326917E-11
	0.366999	-1.326917E-11
	0.367999	-1.326917E-11
	0.368999	1.893761E-11
	0.369999	1.893761E-11
	0.370999	1.893761E-11
	0.371999	1.893761E-11
	0.372999	5.114438E-11
	0.373999	1.893761E-11
	0.374999	1.893761E-11
	0.375999	5.114438E-11
	0.376999	1.893761E-11
	0.377999	-4.547595E-11
	0.378999	1.893761E-11
	0.379999	5.114438E-11
	0.380999	-1.326917E-11
	0.381999	-1.326917E-11
	0.382999	1.893761E-11
	0.383999	5.114438E-11
