501,500,501,499,
500,500,501,500,
502,501,503,504,
505,503,505,506,
506,504,506,507,
507,505,507,509,
506,504,506,507,
503,502,503,503,
502,501,502,501,
500,500,501,499,
499,498,500,498,
500,500,501,500,
504,502,504,504,
505,503,505,506,
506,504,506,507,
508,505,507,508,
506,504,506,506,
502,502,503,503,
502,501,502,501,
501,500,501,499,
499,499,501,500,
501,501,502,501,
503,503,505,504,
505,503,506,507,
506,504,506,507,
506,504,506,507,
505,503,504,503,
502,501,503,502,
501,500,501,500,
500,500,501,499,
501,500,501,499,
503,502,504,504,
504,503,505,505,
506,504,506,507,
507,505,506,508,
506,504,506,508,
503,502,503,503,
502,501,502,501,
501,500,501,500,
500,500,500,498,
500,500,501,499,
504,503,504,504,
505,503,505,506,
506,504,506,507,
507,505,507,510,
507,505,506,507,
503,502,503,503,
501,501,502,501,
501,500,501,500,
499,499,500,498,
501,500,501,500,
504,502,504,504,
505,503,505,506,
506,504,506,508,
508,505,507,508,
506,504,506,506,
503,502,503,503,
502,501,502,501,
500,500,501,499,
500,500,501,500,
502,501,502,502,
504,502,504,505,
506,504,506,507,
507,504,506,508,
506,504,506,507,
504,502,504,503,
502,501,502,501,
501,500,502,500,
499,499,501,499,
501,500,501,499,
503,502,503,504,
505,503,504,505,
506,504,505,507,
507,504,506,508,
506,504,506,507,
503,501,502,503,
502,500,502,501,
501,500,501,499,
500,500,500,497,
500,499,501,499,
504,503,503,504,
505,504,505,505,
506,504,506,507,
508,505,507,509,
507,505,506,507,
503,502,503,503,
501,501,502,501,
500,500,501,499,
499,498,500,499,
500,500,501,500,
504,502,504,504,
505,503,505,506,
506,504,506,507,
508,505,506,508,
506,504,505,506,
503,502,503,503,
501,501,502,501,
500,500,501,499,
499,500,501,500,
501,500,502,503,
504,503,504,504,
505,503,506,507,
506,504,507,508,
506,504,506,507,
504,503,504,502,
502,501,503,502,
500,500,501,500,
500,499,501,499,
500,500,501,500,
502,502,504,504,
504,503,505,505,
506,504,506,506,
506,504,506,509,
505,504,506,508,
502,501,503,503,
501,500,502,501,
500,500,501,499,
499,499,500,497,
500,499,500,499,
503,502,503,503,
505,503,505,505,
505,504,506,507,
507,505,507,509,
506,504,506,508,
503,502,503,503,
501,501,502,501,
500,499,501,499,
498,498,500,499,
500,500,501,500,
503,502,504,504,
505,503,505,506,
506,504,506,507,
507,505,507,507,
505,503,506,505,
503,502,503,503,
501,501,502,500,
500,500,501,499,
499,500,501,500,
501,501,502,503,
504,502,504,505,
505,504,506,507,
506,504,506,508,
506,504,506,507,
504,502,504,502,
502,501,502,501,
500,500,501,499,
500,500,501,499,
500,500,501,499,
503,503,504,503,
504,503,505,505,
506,504,506,507,
506,504,507,509,
506,504,506,508,
502,502,504,503,
501,500,502,501,
500,500,501,500,
499,499,500,497,
500,499,501,500,
504,502,503,504,
505,503,505,506,
506,504,506,507,
507,506,508,509,
506,504,506,507,
502,502,503,503,
501,500,502,501,
500,499,501,500,
498,499,500,499,
500,500,501,501,
503,503,504,504,
505,503,505,506,
506,504,506,508,
507,505,507,507,
505,503,505,506,
503,502,503,502,
501,500,502,500,
500,500,501,499,
499,500,501,500,
501,501,503,503,
504,502,504,505,
505,504,506,508,
506,504,506,508,
506,504,506,507,
504,502,504,503,
502,501,502,501,
500,500,501,500,
500,500,501,499,
500,500,501,499,
504,503,504,504,
505,503,505,505,
506,504,507,508,
506,504,506,509,
506,505,507,508,
502,502,504,503,
501,501,502,501,
500,500,501,500,
499,499,500,498,
500,499,501,500,
504,502,504,504,
505,503,505,505,
506,504,506,508,
508,505,508,510,
506,504,506,507,
503,502,504,504,
501,500,502,501,
500,500,501,500,
498,499,500,500,
500,500,502,501,
504,502,504,504,
505,503,505,508,
506,504,506,508,
507,504,507,508,
505,503,505,506,
502,501,503,503,
501,501,502,500,
500,500,501,499,
500,500,501,500,
502,501,503,504,
504,503,505,505,
506,504,507,508,
506,504,507,508,
506,504,506,508,
504,502,503,503,
502,501,503,501,
501,500,501,500,
500,500,501,499,
501,500,500,499,
504,502,504,504,
505,503,505,506,
507,504,506,508,
507,504,507,509,
507,504,506,508,
503,502,503,503,
501,501,502,501,
501,500,501,500,
500,499,499,498,
501,499,501,500,
504,502,504,504,
506,503,506,506,
507,504,506,507,
508,506,508,509,
507,504,506,507,
503,502,503,504,
502,500,502,502,
501,499,501,500,
499,498,500,499,
501,500,502,501,
504,502,504,505,
505,503,505,507,
507,504,506,508,
507,504,506,508,
506,503,505,505,
503,501,503,502,
502,500,502,500,
500,499,500,499,
500,500,501,500,
502,501,503,504,
504,503,505,505,
506,504,506,508,
507,505,507,508,
506,504,506,508,
504,502,503,503,
502,501,502,502,
500,500,501,500,
500,499,501,499,
501,500,500,499,
504,503,504,504,
505,503,505,506,
506,504,506,508,
506,504,507,510,
506,504,506,508,
503,501,503,504,
501,501,502,501,
500,500,501,499,
499,499,499,498,
500,499,501,500,
504,502,504,504,
505,503,505,506,
506,504,506,508,
508,505,508,509,
506,504,506,507,
503,502,503,504,
501,501,502,501,
499,500,501,499,
499,499,500,499,
500,500,501,501,
503,502,504,505,
505,503,505,507,
506,504,506,508,
507,505,506,507,
505,503,505,506,
502,501,503,502,
501,500,501,500,
500,500,500,499,
500,500,501,499,
502,501,502,504,
504,503,504,506,
506,504,506,507,
507,505,506,508,
506,504,506,508,
503,502,503,503,
501,501,502,501,
500,499,501,500,
499,499,501,499,
500,499,501,499,
504,502,503,504,
505,503,505,506,
506,504,506,507,
507,504,506,509,
506,504,506,508,
502,502,503,504,
501,500,501,501,
500,500,500,499,
499,498,499,497,
500,499,500,500,
504,502,503,504,
505,503,505,506,
506,504,506,508,
508,506,507,509,
506,504,506,507,
502,502,503,503,
501,501,502,501,
500,500,500,500,
498,499,500,499,
500,500,501,501,
503,502,504,505,
505,504,505,507,
506,505,506,508,
507,505,506,508,
505,503,505,505,
502,501,502,502,
501,500,501,499,
499,499,500,499,
500,500,501,499,
502,501,503,503,
504,503,504,505,
506,504,506,508,
507,505,506,508,
505,504,506,508,
503,501,503,503,
501,501,502,501,
500,499,501,500,
500,499,500,498,
500,499,500,499,
504,502,503,504,
505,504,505,506,
506,504,506,507,
507,505,507,510,
506,505,506,508,
502,502,503,504,
501,500,502,501,
500,499,500,499,
498,498,499,497,
500,499,500,500,
504,502,503,504,
505,503,505,506,
506,504,506,508,
508,506,507,509,
506,504,506,507,
503,502,503,503,
501,501,502,500,
500,499,500,499,
498,498,500,499,
500,500,501,501,
503,502,504,504,
505,503,505,506,
507,505,506,508,
507,504,506,508,
505,503,505,505,
502,501,503,502,
501,500,501,499,
499,499,500,498,
500,500,500,499,
501,501,503,504,
504,503,504,506,
505,504,506,508,
507,505,506,508,
506,504,506,508,
503,501,503,503,
501,500,502,501,
499,499,501,499,
500,499,500,498,
500,500,500,499,
504,502,503,504,
505,503,505,506,
506,504,506,508,
507,505,507,510,
506,504,506,508,
502,502,503,503,
501,500,501,501,
500,500,501,499,
499,498,499,497,
500,500,500,500,
504,502,504,504,
505,503,505,507,
506,504,506,508,
508,506,507,509,
506,504,506,507,
503,502,503,503,
501,500,502,501,
500,500,500,499,
498,499,500,499,
501,501,501,501,
503,502,504,504,
505,504,505,506,
507,504,506,508,
506,504,506,507,
505,503,505,505,
502,501,502,502,
500,500,500,499,
500,499,500,498,
500,500,501,499,
502,502,503,505,
504,503,505,506,
506,504,506,508,
506,504,507,508,
506,504,506,508,
503,501,503,503,
501,500,502,501,
500,499,500,498,
500,500,500,498,
500,500,500,498,
504,503,504,504,
505,504,505,506,
506,504,506,507,
507,505,508,510,
506,504,506,508,
502,501,503,503,
500,500,502,501,
500,499,501,500,
498,498,499,497,
500,500,500,500,
503,502,504,504,
505,503,505,506,
506,504,506,508,
508,506,507,508,
506,504,505,506,
503,502,503,503,
501,500,502,501,
500,499,501,498,
499,499,500,499,
500,500,502,501,
503,502,504,505,
505,503,505,507,
506,504,506,508,
507,505,506,507,
505,503,505,504,
502,501,502,502,
501,500,501,499,
500,499,500,498,
500,500,501,499,
502,501,503,504,
504,503,504,506,
506,504,506,508,
507,504,506,508,
506,504,506,508,
503,501,503,503,
501,500,502,501,
500,500,501,499,
499,499,500,497,
500,500,500,499,
504,502,504,504,
505,503,505,506,
507,504,506,508,
507,505,507,510,
506,504,506,508,
503,501,503,503,
501,500,501,501,
500,499,500,499,
498,498,499,496,
500,500,500,499,
503,502,504,503,
505,503,505,506,
506,504,506,508,
508,505,507,509,
506,504,506,507,
503,502,503,502,
501,500,501,501,
499,499,500,499,
498,499,500,499,
500,500,501,501,
503,502,504,505,
505,503,505,508,
507,505,506,508,
507,504,506,507,
505,503,504,504,
502,501,502,501,
501,500,500,499,
500,499,500,498,
500,500,500,499,
502,502,503,504,
505,503,505,505,
506,505,506,507,
507,505,507,508,
505,504,507,508,
502,501,503,503,
501,500,502,501,
499,499,500,499,
499,499,500,497,
500,499,500,499,
504,503,504,504,
505,504,505,505,
507,504,506,508,
507,506,508,510,
507,505,507,508,
503,502,503,503,
501,501,502,501,
499,499,501,499,
498,498,499,497,
499,499,501,499,
503,502,504,504,
505,503,505,506,
506,504,506,508,
508,504,506,509,
506,504,506,507,
503,502,503,502,
501,500,501,500,
499,500,500,498,
499,499,500,499,
500,500,502,501,
504,503,504,505,
505,504,506,507,
507,505,506,508,
507,504,506,507,
505,503,504,504,
502,501,502,501,
500,499,501,499,
499,499,500,498,
500,500,500,499,
503,502,504,504,
504,503,505,506,
507,505,506,508,
507,505,506,508,
506,504,507,509,
502,501,503,503,
501,500,502,501,
500,499,500,499,
499,499,500,497,
500,499,500,498,
504,503,504,504,
505,504,505,506,
506,504,506,508,
507,505,508,510,
506,505,507,508,
502,501,503,503,
500,500,501,501,
500,500,500,499,
498,498,499,497,
500,499,501,499,
503,502,504,504,
505,503,505,506,
506,504,506,509,
508,506,507,509,
506,504,506,506,
502,502,502,502,
501,500,501,500,
499,499,500,498,
499,499,500,498,
500,500,502,501,
503,503,504,505,
505,503,506,508,
506,505,507,508,
507,504,506,508,
505,503,504,504,
502,501,502,501,
501,500,501,499,
499,499,500,499,
500,500,501,499,
502,502,504,505,
504,503,505,506,
506,504,507,508,
507,505,506,508,
506,505,506,508,
502,501,503,502,
501,500,502,500,
499,499,500,499,
499,499,500,497,
500,499,500,499,
504,502,504,504,
505,503,505,506,
506,504,506,508,
507,505,508,511,
506,505,507,508,
502,501,503,503,
500,500,502,501,
500,499,500,499,
498,498,499,497,
500,499,500,499,
503,502,504,504,
505,503,505,506,
506,504,507,508,
508,506,508,509,
506,504,506,507,
502,502,503,503,
500,500,502,501,
499,499,500,499,
498,499,500,499,
500,501,501,501,
504,503,504,505,
505,504,506,508,
507,505,507,509,
507,505,506,507,
505,503,504,504,
502,501,503,501,
500,500,501,498,
499,499,500,498,
500,500,501,499,
502,502,504,505,
505,503,505,506,
507,505,506,508,
507,505,507,509,
505,504,506,509,
502,501,503,502,
501,500,501,500,
499,499,501,499,
499,499,500,497,
500,499,500,498,
504,502,504,504,
505,503,505,506,
506,504,506,507,
507,506,508,511,
507,505,507,508,
502,502,503,503,
501,500,502,501,
500,500,500,499,
497,498,499,497,
499,499,501,499,
503,502,504,504,
506,503,505,507,
506,504,507,508,
508,505,507,509,
506,504,506,506,
502,501,503,502,
500,500,501,500,
499,499,500,498,
499,499,500,499,
500,500,502,501,
504,503,505,505,
505,504,506,508,
506,505,507,509,
507,505,506,507,
