509,505,500,483,464,447,430,412,
491,495,500,444,397,365,356,324,
491,494,500,462,423,387,365,336,
500,500,500,471,439,405,379,348,
506,504,500,476,449,419,392,361,
508,506,500,479,455,428,402,372,
505,502,500,480,459,435,411,382,
502,501,500,481,461,439,416,389,
492,496,500,482,462,442,421,395,
491,494,500,482,463,444,423,400,
494,497,500,482,463,445,425,403,
499,499,500,482,463,445,427,406,
507,504,500,482,463,446,427,407,
509,506,500,482,464,446,428,409,
509,504,500,482,464,446,428,409,
501,501,500,482,464,446,428,410,
495,496,500,483,464,446,428,410,
492,495,500,483,464,447,429,411,
491,494,500,483,464,447,429,411,
500,499,500,483,464,447,429,411,
504,503,500,482,464,447,429,411,
509,505,500,483,464,447,429,411,
510,506,500,483,464,447,429,411,
501,501,500,483,464,447,429,411,
498,498,500,483,464,447,429,412,
492,495,500,483,464,447,429,411,
491,494,500,483,464,447,429,412,
499,499,500,483,464,447,429,412,
502,501,500,483,464,447,429,411,
509,506,500,483,464,447,429,412,
509,506,500,483,464,447,429,412,
503,502,500,483,464,447,429,412,
500,500,500,483,464,447,429,412,
491,495,500,483,464,447,429,412,
492,495,500,483,464,447,429,412,
499,499,500,483,464,447,429,412,
500,500,500,483,464,447,429,412,
509,505,500,483,464,447,429,412,
509,506,500,483,464,447,429,412,
502,501,500,483,464,447,429,412,
500,500,500,483,464,447,429,412,
493,495,500,483,464,447,429,412,
491,495,500,483,464,447,429,412,
499,499,500,483,464,447,430,412,
500,500,500,483,464,447,429,412,
508,505,500,483,464,447,429,412,
511,506,500,483,464,447,429,412,
502,502,500,483,464,447,430,412,
501,501,500,483,464,447,430,412,
495,496,500,483,464,447,429,412,
489,494,500,483,464,447,429,412,
499,499,500,483,464,447,429,412,
500,499,500,483,464,447,429,412,
506,503,500,483,464,447,430,412,
512,507,500,483,464,447,430,412,
502,501,500,483,464,447,429,412,
501,500,500,483,464,447,429,411,
495,497,500,483,464,447,429,411,
488,493,500,483,464,447,429,411,
498,499,500,483,464,447,429,411,
500,499,500,482,464,447,429,411,
506,503,500,483,464,447,429,411,
513,507,500,483,464,447,429,411,
503,501,500,483,464,447,429,412,
501,501,500,482,464,447,429,412,
494,496,500,483,464,447,429,411,
489,492,500,482,464,447,429,412,
496,498,500,482,464,447,429,412,
500,499,500,483,464,447,429,412,
507,504,500,482,464,447,429,412,
510,507,500,483,464,447,429,412,
505,502,500,483,464,447,429,412,
501,501,500,483,464,447,429,412,
493,496,500,483,464,447,429,412,
492,494,500,483,464,447,429,412,
492,496,500,483,464,447,429,412,
499,499,500,483,464,447,429,412,
506,504,500,482,464,447,429,412,
509,505,500,482,464,447,429,412,
510,505,500,482,464,447,429,412,
500,501,500,482,464,447,429,412,
496,496,500,483,464,447,429,412,
491,495,500,482,464,447,429,412,
490,494,500,483,464,447,429,412,
499,499,500,482,464,447,429,412,
502,502,500,482,464,447,429,412,
509,505,500,483,464,447,429,412,
509,505,500,483,464,447,429,412,
501,501,500,483,464,447,429,412,
498,499,500,483,464,447,429,412,
491,495,500,483,464,447,429,412,
491,494,500,483,464,447,429,412,
498,499,500,483,464,447,429,412,
500,500,500,482,464,447,429,412,
509,505,500,483,464,447,429,412,
509,505,500,483,464,447,429,412,
502,501,500,483,464,447,429,412,
500,500,500,483,464,447,429,412,
492,494,500,483,464,447,429,412,
491,495,500,482,464,447,429,412,
498,498,500,482,464,447,429,412,
500,495,500,482,464,447,429,412,
507,504,500,482,464,447,429,412,
510,506,500,482,464,447,429,412,
502,499,500,483,464,447,429,412,
500,500,500,483,464,447,429,412,
494,496,500,483,464,447,429,412,
490,494,500,483,464,447,429,412,
498,499,500,483,464,447,429,412,
500,500,500,483,464,447,429,412,
506,503,500,482,464,447,429,412,
512,507,500,483,464,447,429,412,
501,501,500,483,464,447,429,412,
500,500,500,483,464,447,429,412,
495,497,500,483,464,447,429,412,
488,493,500,483,464,447,429,412,
498,499,500,483,464,447,429,412,
500,499,500,482,464,447,429,412,
506,503,500,483,464,447,430,412,
513,507,500,483,464,447,429,412,
502,501,500,483,464,447,429,412,
501,500,500,483,464,447,430,412,
