9/28/2021 	 5:16:26 PM 
 Current Sensitivity 	 1.000000E-7 
 This file comes from It only measurement 	 0.000000E+0 
 Sampling rate 	 1000 
 Number of samples per channel 	 -1 
 No filter from Labview 	 	 	 
 	 
 ***End_of_Header*** 
 	 Time 	 Current 	 Filtered Current 	 
	3.141373E-6	5.114438E-11
	0.001003	-1.326917E-11
	0.002003	-7.768272E-11
	0.003003	-1.326917E-11
	0.004003	-1.326917E-11
	0.005003	-4.547595E-11
	0.006003	-7.768272E-11
	0.007003	-7.768272E-11
	0.008003	5.114438E-11
	0.009003	-1.326917E-11
	0.010003	5.114438E-11
	0.011003	8.335116E-11
	0.012003	1.893761E-11
	0.013003	-7.768272E-11
	0.014003	-7.768272E-11
	0.015003	-7.768272E-11
	0.016003	-1.326917E-11
	0.017003	-1.326917E-11
	0.018003	-1.326917E-11
	0.019003	5.114438E-11
	0.020003	8.335116E-11
	0.021003	5.114438E-11
	0.022003	-1.326917E-11
	0.023003	1.893761E-11
	0.024003	-1.326917E-11
	0.025003	-7.768272E-11
	0.026003	-1.326917E-11
	0.027003	-7.768272E-11
	0.028003	-7.768272E-11
	0.029003	8.335116E-11
	0.030003	-1.326917E-11
	0.031003	5.114438E-11
	0.032003	-1.326917E-11
	0.033003	1.893761E-11
	0.034003	1.893761E-11
	0.035003	-1.326917E-11
	0.036003	-4.547595E-11
	0.037003	1.893761E-11
	0.038003	5.114438E-11
	0.039003	-1.326917E-11
	0.040003	5.114438E-11
	0.041003	5.114438E-11
	0.042003	-1.326917E-11
	0.043003	-4.547595E-11
	0.044003	-1.326917E-11
	0.045003	-4.547595E-11
	0.046003	-7.768272E-11
	0.047003	1.893761E-11
	0.048003	8.335116E-11
	0.049003	1.893761E-11
	0.050003	1.893761E-11
	0.051003	1.155579E-10
	0.052003	1.893761E-11
	0.053003	-1.326917E-11
	0.054003	-1.326917E-11
	0.055003	-1.326917E-11
	0.056003	-4.547595E-11
	0.057003	-7.768272E-11
	0.058003	-1.326917E-11
	0.059003	-1.326917E-11
	0.060003	-1.326917E-11
	0.061003	1.893761E-11
	0.062003	1.893761E-11
	0.063003	1.893761E-11
	0.064003	1.893761E-11
	0.065003	-4.547595E-11
	0.066003	-4.547595E-11
	0.067003	1.893761E-11
	0.068003	1.893761E-11
	0.069003	5.114438E-11
	0.070003	5.114438E-11
	0.071003	5.114438E-11
	0.072003	1.893761E-11
	0.073003	-4.547595E-11
	0.074003	-4.547595E-11
	0.075003	-4.547595E-11
	0.076003	-7.768272E-11
	0.077003	-1.420963E-10
	0.078003	-1.420963E-10
	0.079003	-7.768272E-11
	0.080003	-4.547595E-11
	0.081003	-7.768272E-11
	0.082003	-1.743031E-10
	0.083003	-1.098895E-10
	0.084003	-4.547595E-11
	0.085003	-7.768272E-11
	0.086003	-7.768272E-11
	0.087003	-1.098895E-10
	0.088003	-1.743031E-10
	0.089003	-1.743031E-10
	0.090003	-1.743031E-10
	0.091003	-4.547595E-11
	0.092003	-1.098895E-10
	0.093003	-1.326917E-11
	0.094003	-1.098895E-10
	0.095003	5.114438E-11
	0.096003	1.893761E-11
	0.097003	-2.065098E-10
	0.098003	1.155579E-10
	0.099003	1.893761E-11
	0.100003	-1.743031E-10
	0.101003	-7.768272E-11
	0.102003	1.893761E-11
	0.103003	-1.098895E-10
	0.104003	-7.768272E-11
	0.105003	-1.098895E-10
	0.106003	-1.420963E-10
	0.107003	-4.547595E-11
	0.108003	-1.326917E-11
	0.109003	-1.326917E-11
	0.110003	-4.547595E-11
	0.111003	-1.326917E-11
	0.112003	1.893761E-11
	0.113003	-1.326917E-11
	0.114003	-4.547595E-11
	0.115003	-4.547595E-11
	0.116003	-7.768272E-11
	0.117003	-1.326917E-11
	0.118003	-1.098895E-10
	0.119003	-1.326917E-11
	0.120003	-4.547595E-11
	0.121003	-1.326917E-11
	0.122003	-1.326917E-11
	0.123003	-1.326917E-11
	0.124003	-7.768272E-11
	0.125003	-4.547595E-11
	0.126003	-1.098895E-10
	0.127003	-1.098895E-10
	0.128003	-1.098895E-10
